iter	Logloss
224	0.006890444809
225	0.006855354468
226	0.006826553483
227	0.006795230647
228	0.006766147661
229	0.006708157014
230	0.006674857748
231	0.006609497851
232	0.006580287026
233	0.006546796703
234	0.006512223432
235	0.006487219588
236	0.006440210611
237	0.00640306239
238	0.006371386149
239	0.006348525464
240	0.006324845155
241	0.00629978756
242	0.006256943289
243	0.006231793584
244	0.006211327018
245	0.006191328806
246	0.006156918488
247	0.006131927834
248	0.00609703356
249	0.006068509729
250	0.006046195515
251	0.006019670847
252	0.00599672351
253	0.005959838859
254	0.005930866327
255	0.005902511698
256	0.005880087315
257	0.005850963925
258	0.00582885964
259	0.005787463896
260	0.005753940612
261	0.005731075474
262	0.005706480288
263	0.005671983364
264	0.00565273933
265	0.005636258298
266	0.005616951464
267	0.005586646496
268	0.005568791572
269	0.005527791269
270	0.005507415472
271	0.005472204984
272	0.005450697046
273	0.005430636363
274	0.005409900834
275	0.005392145986
276	0.005375931425
277	0.005345380529
278	0.005320668534
279	0.00529375379
280	0.005265981069
281	0.005246586715
282	0.005219386916
283	0.005197099613
284	0.005169301015
285	0.005144316586
286	0.005123495953
287	0.005102569522
288	0.005081529659
289	0.005060734584
290	0.005041416241
291	0.00502783797
292	0.005007434344
293	0.004992491843
294	0.004977924842
295	0.00496442388
296	0.004939825113
297	0.004917760866
298	0.004895165043
299	0.004877017924
300	0.00486177826
301	0.00484724243
302	0.00483040996
303	0.00480407119
304	0.004784932379
305	0.004767381604
306	0.00475153622
307	0.004730736217
308	0.00470922354
309	0.004695266825
310	0.004678534294
311	0.004661656653
312	0.004646533386
313	0.004628658322
314	0.004614181108
315	0.004595197072
316	0.004578379958
317	0.004564346945
318	0.004552174591
319	0.004529659735
320	0.004517280545
321	0.004503079646
322	0.004488952414
323	0.004478456266
324	0.004466085717
325	0.004456005987
326	0.00443555956
327	0.004425699809
328	0.004415439346
329	0.004400360916
330	0.004387428982
331	0.004371036923
332	0.004355082409
333	0.00433784672
334	0.004320530604
335	0.00430276153
336	0.004288413458
337	0.00426686649
338	0.004251725246
339	0.004242430854
340	0.00421894068
341	0.004207959995
342	0.004197366764
343	0.004186698443
344	0.00417117923
345	0.004161356385
346	0.004152605392
347	0.004135774574
348	0.004124968888
349	0.004110117035
350	0.004096618033
351	0.004086477366
352	0.004075228787
353	0.004063837809
354	0.004050236702
355	0.004028886214
356	0.004011370222
357	0.004002579534
358	0.003994070986
359	0.003985398379
360	0.003968664768
361	0.003949199522
362	0.003940732367
363	0.003926013776
364	0.003911318718
365	0.003903065884
366	0.003887941471
367	0.003875076643
368	0.003863978056
369	0.003854338093
370	0.003846316034
371	0.003829725378
372	0.003815214456
373	0.003803636961
374	0.003792273117
375	0.00378380795
376	0.003775659245
377	0.003761492586
378	0.003749549332
379	0.00374047173
380	0.003732965288
381	0.003723211468
382	0.003711916657
383	0.003705058885
384	0.003686157658
385	0.003678938709
386	0.003666942384
387	0.003658652454
388	0.003651923262
389	0.003645371978
390	0.003638085063
391	0.003630723221
392	0.003623163626
393	0.00361547917
394	0.003606182052
395	0.003596661052
396	0.003584907618
397	0.003577763122
398	0.00357026539
399	0.00355957255
400	0.003551705231
401	0.003544244883
402	0.003529667779
403	0.003522692029
404	0.003514096419
405	0.00350688722
406	0.003491646336
407	0.003483896926
408	0.003471948481
409	0.003464527741
410	0.003456550914
411	0.003449771691
412	0.003442485286
413	0.003431688979
414	0.003423566685
415	0.003414631913
416	0.003407563224
417	0.003397645552
418	0.003389026859
419	0.003377910032
420	0.003365057277
421	0.00335742369
422	0.003349190108
423	0.003342469717
424	0.003335871842
425	0.003329536378
426	0.003322346066
427	0.00331622931
428	0.003309322387
429	0.003302396602
430	0.003294040747
431	0.003287858397
432	0.003281579321
433	0.003272014068
434	0.003265659391
435	0.003253799336
436	0.003243828918
437	0.003236019781
438	0.003228208118
439	0.003222285439
440	0.003214577315
441	0.003205580503
442	0.003197738657
443	0.003187973204
444	0.003180724379
445	0.003174243516
446	0.00316666944
447	0.003158726641
448	0.003152125022
449	0.003140924184
450	0.003135716952
451	0.003127421372
452	0.003118545973
453	0.003113363549
454	0.003107678748
455	0.003101665246
456	0.00309632124
457	0.003089583293
458	0.003083776793
459	0.003078502697
460	0.003073390303
461	0.003067916302
462	0.003060796977
463	0.003055304597
464	0.003048888279
465	0.003041794984
466	0.003033999753
467	0.003025671308
468	0.003016473559
469	0.003010930817
470	0.003005831616
471	0.002998400634
472	0.002990828748
473	0.002985862242
474	0.002980970582
475	0.002974874855
476	0.00296767012
477	0.002962403601
478	0.002956085844
479	0.002950127323
480	0.002942035068
481	0.002936132039
482	0.002923552017
483	0.002918513241
484	0.00291201883
485	0.002902750737
486	0.002897019352
487	0.002891773588
488	0.002886400883
489	0.002879597001
490	0.002874922537
491	0.002867780282
492	0.002861428368
493	0.002856766079
494	0.002850601999
495	0.002844880942
496	0.002840758713
497	0.002835133099
498	0.002830430901
499	0.002826269816
500	0.002820179103
501	0.00281510308
502	0.002808100302
503	0.002800777303
504	0.002795385863
505	0.002790594619
506	0.002781543784
507	0.00277758649
508	0.002770478968
509	0.002763233649
510	0.002755673317
511	0.002749725825
512	0.002745914806
513	0.002739332454
514	0.002733491296
515	0.002727963773
516	0.002722207836
517	0.002714773015
518	0.002707697748
519	0.002699218538
520	0.002694201474
521	0.002689685314
522	0.002683195658
523	0.002675612409
524	0.00267070084
525	0.002665744493
526	0.002665567679
527	0.002660471188
528	0.002653022152
529	0.002646952168
530	0.002642217427
531	0.002638831171
532	0.002633645833
533	0.002628019036
534	0.002623091785
535	0.002615773915
536	0.002607659479
537	0.002603432172
538	0.00259216333
539	0.002588427699
540	0.002583295353
541	0.002573071225
542	0.002569876753
543	0.002563096515
544	0.002557339529
545	0.002552527327
546	0.002548754104
547	0.002543502638
548	0.002534658287
549	0.002530672725
550	0.002526536776
551	0.002522301807
552	0.002518938939
553	0.002511546051
554	0.002508913669
555	0.002499992969
556	0.002495585593
557	0.002492219217
558	0.002488334336
559	0.002483864855
560	0.002481041458
561	0.002477439989
562	0.002473508276
563	0.002467542117
564	0.002463818189
565	0.002460133956
566	0.002457289008
567	0.002452049924
568	0.002447916759
569	0.002444343137
570	0.002440223426
571	0.002436593927
572	0.002433576221
573	0.002430131312
574	0.002426459823
575	0.002418808554
576	0.002415914564
577	0.002409860076
578	0.002404727194
579	0.002399783
580	0.00239519477
581	0.002387542119
582	0.002382816739
583	0.002378935974
584	0.002375655663
585	0.002372062736
586	0.002367946868
587	0.002364218612
588	0.002359042705
589	0.002353980851
590	0.00235007954
591	0.002346581439
592	0.002341873207
593	0.002336686078
594	0.002332383663
595	0.002328232457
596	0.002324831442
597	0.002319967175
598	0.002309910101
599	0.002305970518
600	0.002298585788
601	0.002294925813
602	0.002291980978
603	0.002289326068
604	0.002282181308
605	0.002277569118
606	0.002274640252
607	0.002269421229
608	0.002266287081
609	0.002262783685
610	0.002258355229
611	0.002252429405
612	0.002243036838
613	0.002239285899
614	0.002235403952
615	0.002231519857
616	0.002227637296
617	0.002223819747
618	0.002217123246
619	0.002214604078
620	0.002211323509
621	0.002208449722
622	0.002205448127
623	0.002201363514
624	0.002197401982
625	0.002194071092
626	0.002190573315
627	0.002187658004
628	0.002183632836
629	0.002180477092
630	0.00217706238
631	0.002174193847
632	0.002171566065
633	0.00216805329
634	0.002165524066
635	0.002162527177
636	0.002159790083
637	0.002155879734
638	0.002152196378
639	0.002149796287
640	0.00214671448
641	0.002143879789
642	0.002140159742
643	0.002136617698
644	0.002134034751
645	0.002129811386
646	0.002126210809
647	0.002122215263
648	0.00211917423
649	0.002115497084
650	0.002110614792
651	0.002107848187
652	0.002103124207
653	0.00210081504
654	0.002096935397
655	0.002093622391
656	0.002090181821
657	0.002087658885
658	0.00208371041
659	0.002080421164
660	0.002076995154
661	0.00207441832
662	0.002071968674
663	0.002068998824
664	0.002066195147
665	0.002059473377
666	0.002057463927
667	0.002055748705
668	0.002051814127
669	0.002048810267
670	0.002045009526
671	0.002040394917
672	0.002037935854
673	0.002034902437
674	0.002031670991
675	0.002029243822
676	0.002025995145
677	0.002022715149
678	0.002021434478
679	0.002016857941
680	0.002013515939
681	0.002009225699
682	0.002005137463
683	0.002001930066
684	0.001998867308
685	0.00199526554
686	0.001992617239
687	0.001989615438
688	0.001986517845
689	0.001983882915
690	0.001981154369
691	0.00197876396
692	0.001975162704
693	0.001972576697
694	0.001972576697
695	0.001970475568
696	0.001967162572
697	0.001963963416
698	0.001961632073
699	0.001959100221
700	0.001953851601
701	0.001951759744
702	0.001948663066
703	0.001945069954
704	0.001941555254
705	0.001938002527
706	0.001935884857
707	0.00193228186
708	0.001928544551
709	0.001926739977
710	0.00192381402
711	0.001921305678
712	0.001918680184
713	0.001915901184
714	0.001914111501
715	0.00191168124
716	0.001909146427
717	0.001907829782
718	0.00190443169
719	0.001901197282
720	0.001898754994
721	0.00189494891
722	0.001891476915
723	0.001888899617
724	0.00188668903
725	0.001883435255
726	0.001881669611
727	0.001878775405
728	0.001876698939
729	0.001873165001
730	0.001869190892
731	0.001865765816
732	0.001863278337
733	0.001861674463
734	0.001857035748
735	0.001853597129
736	0.001851001881
737	0.001848539797
738	0.001846796428
739	0.001846796428
740	0.001844368161
741	0.001842543047
742	0.001839584686
743	0.001837537518
744	0.001835257436
745	0.001832922025
746	0.001830736976
747	0.001827921728
748	0.001825589321
749	0.001823612981
750	0.001821538915
751	0.001818172963
752	0.001815448064
753	0.001813129737
754	0.001810947174
755	0.001808414647
756	0.001806695088
757	0.001803305488
758	0.00179997638
759	0.001796066269
760	0.001794195666
761	0.001791943927
762	0.001788948962
763	0.001786532709
764	0.001783059969
765	0.001781573512
766	0.001779655679
767	0.001776863995
768	0.001775307802
769	0.001773386359
770	0.001770428059
771	0.001768174555
772	0.001766218807
773	0.001764191511
774	0.001760516589
775	0.001755913954
776	0.001751638021
777	0.001749397881
778	0.001747681841
779	0.001745848446
780	0.001741616902
781	0.001737306552
782	0.001735429007
783	0.001734530367
784	0.00173235842
785	0.001729747709
786	0.001727054263
787	0.00172508687
788	0.001720222788
789	0.001715992636
790	0.001713421854
791	0.001710981808
792	0.001708888495
793	0.001706261457
794	0.001701827942
795	0.001698259957
796	0.001697909267
797	0.00169580825
798	0.00169284442
799	0.00168992284
800	0.001687831593
801	0.001685560867
802	0.001683747014
803	0.001681832563
804	0.001680085488
805	0.001677708574
806	0.001676381625
807	0.00167437921
808	0.001672739822
809	0.001669606929
810	0.001667452234
811	0.001666014485
812	0.001663247587
813	0.001661808782
814	0.001660270233
815	0.00165839532
816	0.001655959585
817	0.001653936578
818	0.001651532085
819	0.001649174155
820	0.001647580197
821	0.001645264741
822	0.001643150482
823	0.001640134832
824	0.001639123364
825	0.001637097975
826	0.001634906623
827	0.001634791828
828	0.001632527471
829	0.001632286947
830	0.001630608858
831	0.001626926164
832	0.001625474816
833	0.001623680231
834	0.001622101725
835	0.001619057329
836	0.001616728586
837	0.001615711786
838	0.001614155994
839	0.001611696555
840	0.001609225315
841	0.001606822674
842	0.001605477541
843	0.001602896082
844	0.001600980689
845	0.001599366725
846	0.001597920127
847	0.001595820046
848	0.001594040113
849	0.001592647537
850	0.001589744564
851	0.001585805694
852	0.00158501246
853	0.001582333188
854	0.001580830119
855	0.001579066987
856	0.001578083965
857	0.001576354776
858	0.001574340924
859	0.001572868803
860	0.001571471045
861	0.00157146663
862	0.00157147699
863	0.001568552483
864	0.001565984795
865	0.001564644301
866	0.001561163889
867	0.001559393036
868	0.001557520429
869	0.001557493759
870	0.001555299201
871	0.001553264753
872	0.001551289387
873	0.001548905903
874	0.001547622832
875	0.00154473235
876	0.001544053262
877	0.001544038485
878	0.001542322636
879	0.001540708177
880	0.001540793194
881	0.001538860484
882	0.00153653681
883	0.001534672023
884	0.001533656214
885	0.001532280147
886	0.001531048624
887	0.001529727553
888	0.001526399322
889	0.001525328344
890	0.001523861246
891	0.001521503842
892	0.001521517086
893	0.001521506725
894	0.001521506725
895	0.001521506725
896	0.001520045903
897	0.001516675902
898	0.001516717996
899	0.001516157161
900	0.00151395751
901	0.001513694908
902	0.001511440792
903	0.001509492854
904	0.001507948434
905	0.001506232816
906	0.001504487841
907	0.001502641675
908	0.001502619599
909	0.001500894401
910	0.001499737553
911	0.001497689052
912	0.001496574881
913	0.001495223149
914	0.001493237244
915	0.00149203966
916	0.001490732432
917	0.001488356319
918	0.001486575067
919	0.001485116883
920	0.001485146259
921	0.001484699255
922	0.001480698742
923	0.001479569892
924	0.001479490244
925	0.001477759733
926	0.00147645365
927	0.001474750475
928	0.001474661995
929	0.001473592121
930	0.001472501128
931	0.001470253686
932	0.001467692177
933	0.001467612183
934	0.001465364949
935	0.00146398187
936	0.001463527389
937	0.001461492694
938	0.001460686772
939	0.001459270657
940	0.001458134859
941	0.001458103956
942	0.001456211418
943	0.00145442513
944	0.001453079245
945	0.001451468167
946	0.001451500254
947	0.001449784275
948	0.001449757784
949	0.001447765328
950	0.001445971605
951	0.001445711056
952	0.001444564881
953	0.001443757527
954	0.001442341499
955	0.001440181759
956	0.001439868217
957	0.001438822552
958	0.001437501554
959	0.001437394712
960	0.001435062016
961	0.001433569586
962	0.001432825171
963	0.001431077606
964	0.001430214865
965	0.001429287202
966	0.00142834506
967	0.001426388033
968	0.001424789386
969	0.001424749997
970	0.001423150431
971	0.001420900495
972	0.001420118181
973	0.001418974795
974	0.001417423002
975	0.00141645141
976	0.001413329553
977	0.001412330801
978	0.001410929198
979	0.001410371814
980	0.001409414628
981	0.00140838575
982	0.00140788419
983	0.00140699634
984	0.001406022097
985	0.001404941434
986	0.00140366134
987	0.001402247967
988	0.001400599174
989	0.001399020571
990	0.00139756483
991	0.001396787604
992	0.001394541676
993	0.001393540218
994	0.001392327555
995	0.001391125306
996	0.001389552861
997	0.001389116046
998	0.00138698178
999	0.00138698178
